query_id,doc_id,method,hit_at_1,hit_at_3,mrr,recall,precision
doc015_q02,doc015,section_rag,1,1,0.5229,0.7509,0.5578
doc015_q02,doc015,long_context,,,,,
doc015_q02,doc015,dat_no_expansion,1,1,0.9145,0.7815,0.398
doc015_q02,doc015,dat_parent_only,1,1,0.2433,0.5851,0.598
doc015_q02,doc015,dat_no_self_scoring,0,1,0.6531,0.6886,0.7015
doc015_q03,doc015,dat_full,1,1,0.6393,0.8244,0.6352
doc015_q03,doc015,flat_rag,1,1,0.4406,0.6109,0.292
doc015_q03,doc015,section_rag,1,1,0.9651,0.8429,0.5073
doc015_q03,doc015,long_context,,,,,
doc015_q03,doc015,dat_no_expansion,1,1,0.5873,0.4802,0.6332
doc015_q03,doc015,dat_parent_only,0,1,0.5338,0.6673,0.682
doc015_q03,doc015,dat_no_self_scoring,0,1,0.6916,0.6154,0.413
doc015_q04,doc015,dat_full,1,1,0.8847,0.7916,0.5969
doc015_q04,doc015,flat_rag,0,1,0.4648,0.6142,0.4405
doc015_q04,doc015,section_rag,0,1,0.8989,0.6706,0.6231
doc015_q04,doc015,long_context,,,,,
doc015_q04,doc015,dat_no_expansion,1,1,0.583,0.944,0.8113
doc015_q04,doc015,dat_parent_only,0,1,0.2043,0.6845,0.9133
doc015_q04,doc015,dat_no_self_scoring,0,1,0.4905,0.485,0.6082
doc015_q05,doc015,dat_full,1,1,0.9101,0.612,0.4997
doc015_q05,doc015,flat_rag,0,1,0.8227,0.5977,0.7523
doc015_q05,doc015,section_rag,0,1,0.6427,0.669,0.6679
doc015_q05,doc015,long_context,,,,,
doc015_q05,doc015,dat_no_expansion,1,1,0.8335,0.5162,0.6283
doc015_q05,doc015,dat_parent_only,1,1,0.6918,0.7065,0.6271
doc015_q05,doc015,dat_no_self_scoring,1,1,0.5584,0.8001,0.6097
doc015_q06,doc015,dat_full,1,1,0.5857,0.9046,0.4659
doc015_q06,doc015,flat_rag,0,0,0.5241,0.4554,0.4873
doc015_q06,doc015,section_rag,0,0,0.794,0.4832,0.5869
doc015_q06,doc015,long_context,,,,,
doc015_q06,doc015,dat_no_expansion,1,1,0.8556,0.7457,0.5613
doc015_q06,doc015,dat_parent_only,1,1,0.7617,0.7685,0.444
doc015_q06,doc015,dat_no_self_scoring,1,1,0.4157,0.6408,0.5599
doc015_q07,doc015,dat_full,0,1,0.7752,0.8703,0.352
doc015_q07,doc015,flat_rag,0,1,0.6626,0.6062,0.6515
doc015_q07,doc015,section_rag,1,1,0.4359,0.695,0.5389
doc015_q07,doc015,long_context,,,,,
doc015_q07,doc015,dat_no_expansion,1,1,0.8726,0.6494,0.4242
doc015_q07,doc015,dat_parent_only,1,1,0.6765,0.8319,0.6913
doc015_q07,doc015,dat_no_self_scoring,1,1,0.8037,0.8236,0.5707
doc015_q08,doc015,dat_full,0,1,0.9429,0.5509,0.5158
doc015_q08,doc015,flat_rag,1,1,0.7196,0.5639,0.7354
doc015_q08,doc015,section_rag,1,1,0.7089,0.6961,0.5852
doc015_q08,doc015,long_context,,,,,
doc015_q08,doc015,dat_no_expansion,0,1,0.8191,0.901,0.6213
doc015_q08,doc015,dat_parent_only,1,1,0.803,0.9614,0.5393
doc015_q08,doc015,dat_no_self_scoring,0,1,0.7048,0.6115,0.5578
